NODES_1;U1_1;U2_1;U3_1;R1_2;R2_2;R3_2;U1_2;U2_2;U3_2;R1_2;R2_2;R3_2;U1_3;U2_3;U3_3;R1_3;R2_3;R3_3;U1_4;U2_4;U3_4;R1_4;R2_4;R3_4;U1_5;U2_5;U3_5;R1_5;R2_5;R3_5
971;9,44E-05;-0,000152603;4,24E-05;1,74E-05;-8,27E-07;-6,01E-05;9,44E-05;-0,000152603;4,24E-05;1,74E-05;-8,27E-07;-6,01E-05;4,49E-05;9,06E-07;1,27E-05;2,08E-06;1,84E-06;1,13E-05;0,000136394;-0,000148997;5,02E-05;1,91E-05;2,41E-06;-5,13E-05;0,000279864;-0,000336704;9,80E-05;3,34E-05;1,27E-05;-0,000137264
972;9,71E-05;-0,000165462;4,01E-05;1,35E-05;-2,70E-06;-6,39E-05;9,71E-05;-0,000165462;4,01E-05;1,35E-05;-2,70E-06;-6,39E-05;4,57E-05;-3,89E-07;1,23E-05;1,28E-06;5,57E-07;1,14E-05;0,000141167;-0,000162991;4,77E-05;1,45E-05;-4,46E-07;-5,50E-05;0,000287219;-0,000356611;9,19E-05;2,11E-05;6,27E-06;-0,000138318
973;9,84E-05;-0,000174992;3,75E-05;9,07E-06;-3,86E-06;-6,75E-05;9,84E-05;-0,000174992;3,75E-05;9,07E-06;-3,86E-06;-6,75E-05;4,56E-05;-1,04E-06;1,18E-05;4,49E-07;-4,09E-07;1,15E-05;0,000143772;-0,000173155;4,48E-05;9,51E-06;-2,41E-06;-5,84E-05;0,000290146;-0,000367206;8,52E-05;7,94E-06;2,01E-06;-0,000138541
974;9,89E-05;-0,000180848;3,47E-05;4,31E-06;-4,63E-06;-7,10E-05;9,89E-05;-0,000180848;3,47E-05;4,31E-06;-4,63E-06;-7,10E-05;4,50E-05;-1,04E-06;1,13E-05;-3,88E-07;-1,22E-06;1,14E-05;0,000145073;-0,000179119;4,16E-05;4,06E-06;-3,91E-06;-6,19E-05;0,000290527;-0,000367988;7,82E-05;-5,51E-06;-1,32E-06;-0,000138771
975;9,84E-05;-0,000182751;3,16E-05;-7,90E-07;-5,40E-06;-7,42E-05;9,84E-05;-0,000182751;3,16E-05;-7,90E-07;-5,40E-06;-7,42E-05;4,39E-05;-3,97E-07;1,08E-05;-1,23E-06;-2,03E-06;1,13E-05;0,000144896;-0,000180598;3,83E-05;-1,73E-06;-5,51E-06;-6,51E-05;0,000287911;-0,000359285;7,13E-05;-1,89E-05;-5,00E-06;-0,000138232
976;9,71E-05;-0,000180428;2,86E-05;-5,97E-06;-6,88E-06;-7,72E-05;9,71E-05;-0,000180428;2,86E-05;-5,97E-06;-6,88E-06;-7,72E-05;4,21E-05;8,83E-07;1,04E-05;-2,02E-06;-3,06E-06;1,11E-05;0,000143059;-0,000177321;3,49E-05;-7,56E-06;-8,16E-06;-6,81E-05;0,000281983;-0,000341255;6,49E-05;-3,17E-05;-1,10E-05;-0,00013751
977;9,45E-05;-0,000173413;2,58E-05;-1,09E-05;-9,67E-06;-8,06E-05;9,45E-05;-0,000173413;2,58E-05;-1,09E-05;-9,67E-06;-8,06E-05;3,97E-05;2,78E-06;1,00E-05;-2,74E-06;-4,54E-06;1,06E-05;0,000139107;-0,000168821;3,19E-05;-1,31E-05;-1,27E-05;-7,18E-05;0,00027186;-0,000313896;5,93E-05;-4,33E-05;-2,12E-05;-0,000138184
978;9,16E-05;-0,000162245;2,35E-05;-1,53E-05;-1,36E-05;-8,62E-05;9,16E-05;-0,000162245;2,35E-05;-1,53E-05;-1,36E-05;-8,62E-05;3,68E-05;5,26E-06;9,73E-06;-3,36E-06;-6,52E-06;9,31E-06;0,000134123;-0,00015565;2,94E-05;-1,80E-05;-1,92E-05;-7,85E-05;0,000259327;-0,000278296;5,50E-05;-5,30E-05;-3,53E-05;-0,000145163
979;8,06E-05;-0,000147435;2,27E-05;-1,78E-05;-1,63E-05;-8,78E-05;8,06E-05;-0,000147435;2,27E-05;-1,78E-05;-1,63E-05;-8,78E-05;3,12E-05;8,24E-06;9,79E-06;-3,60E-06;-8,47E-06;8,80E-06;0,000117217;-0,000138396;2,89E-05;-2,05E-05;-2,45E-05;-8,01E-05;0,000224554;-0,00023581;5,42E-05;-5,80E-05;-4,79E-05;-0,000141767
980;4,96E-05;-0,000100179;1,89E-05;-2,35E-05;-6,26E-06;-8,65E-05;4,96E-05;-0,000100179;1,89E-05;-2,35E-05;-6,26E-06;-8,65E-05;1,47E-05;1,79E-05;8,93E-06;-4,85E-06;-4,67E-06;8,09E-06;6,87E-05;-8,23E-05;2,40E-05;-2,77E-05;-1,03E-05;-7,92E-05;0,00012516;-0,000108421;4,55E-05;-7,22E-05;-2,95E-05;-0,000129799
981;8,31E-05;-4,26E-05;5,72E-05;2,19E-05;1,21E-05;-4,97E-05;8,31E-05;-4,26E-05;5,72E-05;2,19E-05;1,21E-05;-4,97E-05;3,94E-05;-9,47E-06;1,88E-05;5,39E-06;9,54E-06;8,91E-06;0,000117304;-4,85E-05;7,15E-05;2,56E-05;1,98E-05;-3,98E-05;0,000250351;-0,000107148;0,000144884;6,28E-05;5,23E-05;-0,000127356
982;7,35E-32;-1,53E-31;6,39E-05;2,83E-05;1,07E-05;-2,43E-06;7,35E-32;-1,53E-31;6,39E-05;2,83E-05;1,07E-05;-2,43E-06;5,61E-32;-5,49E-32;2,17E-05;7,84E-06;4,48E-06;2,57E-05;-1,11E-32;-2,57E-31;7,99E-05;3,31E-05;1,86E-05;2,18E-05;-6,93E-32;-6,13E-31;0,000162171;7,94E-05;4,88E-05;1,52E-05
983;8,16E-05;-5,78E-05;5,35E-05;1,86E-05;7,57E-06;-4,18E-05;8,16E-05;-5,78E-05;5,35E-05;1,86E-05;7,57E-06;-4,18E-05;3,92E-05;-1,28E-05;1,73E-05;4,28E-06;6,84E-06;1,47E-05;0,000116609;-6,60E-05;6,67E-05;2,16E-05;1,35E-05;-2,80E-05;0,000243583;-0,000145907;0,00013451;5,28E-05;3,74E-05;-9,03E-05
984;8,83E-05;-7,10E-05;4,97E-05;1,53E-05;3,08E-06;-4,41E-05;8,83E-05;-7,10E-05;4,97E-05;1,53E-05;3,08E-06;-4,41E-05;4,24E-05;-1,55E-05;1,58E-05;3,24E-06;4,11E-06;1,56E-05;0,000127034;-8,12E-05;6,18E-05;1,77E-05;7,24E-06;-3,01E-05;0,000262632;-0,000179523;0,00012362;4,23E-05;2,27E-05;-8,89E-05
985;9,32E-05;-8,18E-05;4,58E-05;1,19E-05;5,34E-08;-4,75E-05;9,32E-05;-8,18E-05;4,58E-05;1,19E-05;5,34E-08;-4,75E-05;4,45E-05;-1,76E-05;1,43E-05;2,25E-06;2,06E-06;1,59E-05;0,000134915;-9,35E-05;5,68E-05;1,36E-05;2,97E-06;-3,37E-05;0,000276549;-0,000206226;0,000112227;3,11E-05;1,24E-05;-9,12E-05
986;9,51E-05;-8,99E-05;4,17E-05;8,21E-06;-1,67E-06;-4,99E-05;9,51E-05;-8,99E-05;4,17E-05;8,21E-06;-1,67E-06;-4,99E-05;4,50E-05;-1,89E-05;1,29E-05;1,29E-06;6,55E-07;1,63E-05;0,000138529;-0,000102733;5,16E-05;9,32E-06;3,71E-07;-3,60E-05;0,000281347;-0,000224156;0,000100372;1,92E-05;6,07E-06;-9,00E-05
987;9,71E-05;-9,50E-05;3,74E-05;4,33E-06;-2,55E-06;-5,33E-05;9,71E-05;-9,50E-05;3,74E-05;4,33E-06;-2,55E-06;-5,33E-05;4,53E-05;-1,96E-05;1,14E-05;3,71E-07;-3,43E-07;1,61E-05;0,000142157;-0,000108518;4,62E-05;4,78E-06;-1,25E-06;-3,96E-05;0,000286699;-0,000233688;8,83E-05;6,87E-06;1,97E-06;-9,28E-05
988;9,66E-05;-9,71E-05;3,30E-05;2,04E-07;-3,15E-06;-5,48E-05;9,66E-05;-9,71E-05;3,30E-05;2,04E-07;-3,15E-06;-5,48E-05;4,44E-05;-1,95E-05;1,00E-05;-5,18E-07;-1,15E-06;1,64E-05;0,000142138;-0,000110701;4,06E-05;-3,95E-08;-2,61E-06;-4,09E-05;0,000284456;-0,000233994;7,63E-05;-5,39E-06;-1,43E-06;-9,04E-05
989;9,60E-05;-9,59E-05;2,83E-05;-4,24E-06;-4,03E-06;-5,68E-05;9,60E-05;-9,59E-05;2,83E-05;-4,24E-06;-4,03E-06;-5,68E-05;4,32E-05;-1,88E-05;8,62E-06;-1,39E-06;-1,97E-06;1,63E-05;0,000141785;-0,000108989;3,48E-05;-5,21E-06;-4,49E-06;-4,30E-05;0,000281789;-0,00022594;6,44E-05;-1,75E-05;-5,77E-06;-9,00E-05
990;9,56E-05;-9,10E-05;2,33E-05;-9,11E-06;-5,66E-06;-5,96E-05;9,56E-05;-9,10E-05;2,33E-05;-9,11E-06;-5,66E-06;-5,96E-05;4,18E-05;-1,74E-05;7,23E-06;-2,26E-06;-3,00E-06;1,59E-05;0,000141236;-0,000103095;2,85E-05;-1,08E-05;-7,55E-06;-4,64E-05;0,000278623;-0,000209595;5,24E-05;-2,97E-05;-1,24E-05;-9,26E-05
991;9,23E-05;-8,14E-05;1,82E-05;-1,41E-05;-8,63E-06;-6,15E-05;9,23E-05;-8,14E-05;1,82E-05;-1,41E-05;-8,63E-06;-6,15E-05;3,91E-05;-1,53E-05;5,84E-06;-3,13E-06;-4,45E-06;1,57E-05;0,000136287;-9,19E-05;2,22E-05;-1,66E-05;-1,26E-05;-4,87E-05;0,000266635;-0,000184253;4,06E-05;-4,16E-05;-2,32E-05;-9,23E-05
992;8,82E-05;-6,79E-05;1,30E-05;-1,90E-05;-1,31E-05;-6,52E-05;8,82E-05;-6,79E-05;1,30E-05;-1,90E-05;-1,31E-05;-6,52E-05;3,59E-05;-1,26E-05;4,43E-06;-4,05E-06;-6,45E-06;1,48E-05;0,000129612;-7,64E-05;1,58E-05;-2,24E-05;-1,98E-05;-5,39E-05;0,000251214;-0,000151274;2,90E-05;-5,32E-05;-3,84E-05;-9,79E-05
993;0,000393851;-5,21E-06;1,28E-06;-3,81E-06;1,23E-05;-1,12E-05;0,000393851;-5,21E-06;1,28E-06;-3,81E-06;1,23E-05;-1,12E-05;0,000351914;-4,66E-05;6,55E-06;-2,26E-05;2,56E-05;7,97E-05;0,000685754;-5,62E-05;8,87E-06;-2,90E-05;1,12E-05;4,25E-05;0,001406774;-0,00011579;1,97E-05;-6,59E-05;4,64E-05;0,000133206
994;0,000444705;-9,03E-32;-7,92E-33;-4,56E-06;1,03E-05;-3,23E-05;0,000444705;-9,03E-32;-7,92E-33;-4,56E-06;1,03E-05;-3,23E-05;0,000471705;-2,84E-31;-6,04E-33;-2,81E-05;2,55E-05;2,44E-05;0,000779949;-2,35E-31;1,20E-33;-3,73E-05;7,21E-06;-1,53E-05;0,001638362;-5,69E-31;7,47E-33;-8,59E-05;3,60E-05;-4,23E-06
995;9,28E-05;-5,04E-05;8,10E-06;-2,37E-05;-1,75E-05;-7,97E-05;9,28E-05;-5,04E-05;8,10E-06;-2,37E-05;-1,75E-05;-7,97E-05;3,45E-05;-9,41E-06;3,00E-06;-5,05E-06;-8,59E-06;1,08E-05;0,00013388;-5,64E-05;9,67E-06;-2,78E-05;-2,67E-05;-7,37E-05;0,000254743;-0,00011113;1,80E-05;-6,43E-05;-5,34E-05;-0,000133103
996;0,000390376;-7,54E-06;2,41E-06;-3,11E-06;9,58E-06;-1,57E-05;0,000390376;-7,54E-06;2,41E-06;-3,11E-06;9,58E-06;-1,57E-05;0,00035159;-6,33E-05;1,13E-05;-1,82E-05;2,03E-05;6,43E-05;0,000690532;-7,66E-05;1,38E-05;-2,47E-05;5,87E-06;3,24E-05;0,001413994;-0,000156947;3,11E-05;-5,44E-05;3,23E-05;9,88E-05
997;0,000384354;-9,56E-06;3,59E-06;-2,39E-06;7,00E-06;-1,61E-05;0,000384354;-9,56E-06;3,59E-06;-2,39E-06;7,00E-06;-1,61E-05;0,000341705;-7,61E-05;1,63E-05;-1,34E-05;1,50E-05;6,09E-05;0,000688115;-9,42E-05;1,89E-05;-2,03E-05;4,45E-07;3,25E-05;0,001403173;-0,000190673;4,29E-05;-4,26E-05;1,79E-05;9,26E-05
998;0,00037922;-1,11E-05;4,76E-06;-1,72E-06;5,11E-06;-1,57E-05;0,00037922;-1,11E-05;4,76E-06;-1,72E-06;5,11E-06;-1,57E-05;0,000333081;-8,53E-05;2,13E-05;-8,50E-06;1,13E-05;5,97E-05;0,000687024;-0,000108513;2,43E-05;-1,56E-05;-3,40E-06;3,47E-05;0,001395351;-0,000216569;5,49E-05;-3,04E-05;7,74E-06;9,22E-05
999;0,000375586;-1,23E-05;5,92E-06;-1,04E-06;3,82E-06;-1,55E-05;0,000375586;-1,23E-05;5,92E-06;-1,04E-06;3,82E-06;-1,55E-05;0,000327631;-8,98E-05;2,62E-05;-3,78E-06;9,32E-06;5,75E-05;0,00069005;-0,000119124;3,00E-05;-1,05E-05;-5,86E-06;3,54E-05;0,001396076;-0,000233295;6,71E-05;-1,80E-05;1,46E-06;8,88E-05
1000;0,000372243;-1,29E-05;7,07E-06;-3,71E-07;2,89E-06;-1,49E-05;0,000372243;-1,29E-05;7,07E-06;-3,71E-07;2,89E-06;-1,49E-05;0,000322138;-9,09E-05;3,06E-05;5,01E-07;8,29E-06;5,64E-05;0,000693303;-0,000125612;3,60E-05;-5,00E-06;-7,64E-06;3,73E-05;0,001397222;-0,000241552;7,92E-05;-5,67E-06;-2,73E-06;8,82E-05
1001;0,000369197;-1,29E-05;8,20E-06;2,86E-07;2,13E-06;-1,39E-05;0,000369197;-1,29E-05;8,20E-06;2,86E-07;2,13E-06;-1,39E-05;0,000316753;-8,87E-05;3,48E-05;4,41E-06;7,73E-06;5,56E-05;0,000696579;-0,000127596;4,25E-05;1,05E-06;-9,29E-06;4,02E-05;0,001398721;-0,000241252;9,16E-05;6,90E-06;-6,20E-06;8,97E-05
1002;0,000367244;-1,25E-05;9,32E-06;9,46E-07;1,35E-06;-1,34E-05;0,000367244;-1,25E-05;9,32E-06;9,46E-07;1,35E-06;-1,34E-05;0,000313724;-8,37E-05;3,87E-05;8,02E-06;7,11E-06;5,30E-05;0,000703886;-0,00012389;4,94E-05;7,44E-06;-1,15E-05;4,09E-05;0,001407973;-0,000231501;0,000103995;1,95E-05;-1,06E-05;8,60E-05
1003;0,000365444;-1,16E-05;1,04E-05;1,61E-06;3,77E-07;-1,24E-05;0,000365444;-1,16E-05;1,04E-05;1,61E-06;3,77E-07;-1,24E-05;0,000310504;-7,60E-05;4,24E-05;1,14E-05;5,92E-06;5,12E-05;0,000710701;-0,00011508;5,62E-05;1,38E-05;-1,48E-05;4,37E-05;0,001416726;-0,000213097;0,000116281;3,19E-05;-1,76E-05;8,65E-05
1004;0,000364846;-1,02E-05;1,15E-05;2,27E-06;-9,70E-07;-1,17E-05;0,000364846;-1,02E-05;1,15E-05;2,27E-06;-9,70E-07;-1,17E-05;0,00030982;-6,58E-05;4,58E-05;1,44E-05;3,76E-06;4,83E-05;0,0007227;-0,00010051;6,29E-05;1,99E-05;-2,02E-05;4,50E-05;0,001435059;-0,000185643;0,000128155;4,36E-05;-2,88E-05;8,36E-05
1005;0,000364957;-8,40E-06;1,26E-05;2,95E-06;-2,73E-06;-1,05E-05;0,000364957;-8,40E-06;1,26E-05;2,95E-06;-2,73E-06;-1,05E-05;0,000310417;-5,34E-05;4,91E-05;1,74E-05;5,17E-07;4,63E-05;0,000737638;-8,18E-05;6,92E-05;2,54E-05;-2,79E-05;4,84E-05;0,001458977;-0,000150984;0,000139575;5,45E-05;-4,49E-05;8,49E-05
1006;0,000362741;-6,20E-06;1,36E-05;3,67E-06;-4,37E-06;-6,09E-06;0,000362741;-6,20E-06;1,36E-05;3,67E-06;-4,37E-06;-6,09E-06;0,000304133;-3,94E-05;5,23E-05;2,02E-05;-2,62E-06;5,24E-05;0,000737042;-6,00E-05;7,52E-05;3,04E-05;-3,57E-05;7,04E-05;0,001455905;-0,000110934;0,000150496;6,50E-05;-6,13E-05;0,000123825
1007;0,000384498;-5,48E-32;1,56E-05;5,30E-06;8,63E-09;-1,70E-05;0,000384498;-5,48E-32;1,56E-05;5,30E-06;8,63E-09;-1,70E-05;0,000359604;-1,53E-31;5,80E-05;2,57E-05;-1,71E-06;1,23E-05;0,000894244;-3,52E-31;8,46E-05;3,80E-05;-3,37E-05;1,96E-06;0,001730496;-6,13E-31;0,000168823;8,26E-05;-5,70E-05;-2,64E-05
1008;-7,35E-32;-2,83E-31;7,92E-33;-3,07E-05;-1,82E-05;-3,39E-05;-7,35E-32;-2,83E-31;7,92E-33;-3,07E-05;-1,82E-05;-3,39E-05;-5,61E-32;-9,06E-32;6,04E-33;-7,41E-06;-7,64E-06;2,42E-05;1,11E-32;-3,30E-31;-1,20E-33;-3,62E-05;-2,10E-05;-8,57E-06;6,93E-32;-5,68E-31;-7,47E-33;-8,24E-05;-4,21E-05;1,50E-05
1009;0,000389745;-7,75E-06;2,53E-06;-3,03E-06;9,31E-06;-1,58E-05;0,000389745;-7,75E-06;2,53E-06;-3,03E-06;9,31E-06;-1,58E-05;0,000350552;-6,46E-05;1,18E-05;-1,77E-05;1,97E-05;6,39E-05;0,000690278;-7,84E-05;1,43E-05;-2,43E-05;5,30E-06;3,24E-05;0,001412858;-0,000160483;3,23E-05;-5,32E-05;3,08E-05;9,82E-05
1010;0,000248485;-0,001403716;7,49E-05;2,56E-05;-1,85E-06;8,19E-05;0,000248485;-0,001403716;7,49E-05;2,56E-05;-1,85E-06;8,19E-05;0,000164304;-0,001414662;0,00013081;2,96E-05;1,82E-07;-8,24E-05;0,000420532;-0,002603083;-8,34E-05;-5,40E-05;6,96E-06;1,87E-05;0,000843406;-0,005258241;-1,93E-05;-0,000111807;1,01E-06;2,51E-07
1011;8,87E-05;-6,93E-05;1,36E-05;-1,85E-05;-1,26E-05;-6,48E-05;8,87E-05;-6,93E-05;1,36E-05;-1,85E-05;-1,26E-05;-6,48E-05;3,62E-05;-1,29E-05;4,58E-06;-3,96E-06;-6,24E-06;1,49E-05;0,000130312;-7,80E-05;1,64E-05;-2,18E-05;-1,90E-05;-5,34E-05;0,000252832;-0,000154732;3,03E-05;-5,20E-05;-3,68E-05;-9,73E-05
1012;0,000379645;-1,10E-05;4,66E-06;-1,77E-06;5,27E-06;-1,57E-05;0,000379645;-1,10E-05;4,66E-06;-1,77E-06;5,27E-06;-1,57E-05;0,000333793;-8,45E-05;2,09E-05;-8,90E-06;1,16E-05;5,98E-05;0,000687114;-0,000107331;2,38E-05;-1,60E-05;-3,09E-06;3,45E-05;0,001395997;-0,000214429;5,39E-05;-3,14E-05;8,58E-06;9,22E-05
1013;0,000249722;-0,00136087;7,98E-05;3,43E-05;1,69E-06;8,08E-05;0,000249722;-0,00136087;7,98E-05;3,43E-05;1,69E-06;8,08E-05;0,000165068;-0,001366179;0,000135782;3,82E-05;-3,33E-06;-8,10E-05;0,000419884;-0,00267163;-7,53E-05;-4,02E-05;9,13E-06;8,84E-06;0,000842339;-0,005381436;-3,16E-06;-8,02E-05;9,88E-07;9,51E-08
1014;9,53E-05;-9,02E-05;2,29E-05;-9,52E-06;-5,90E-06;-5,98E-05;9,53E-05;-9,02E-05;2,29E-05;-9,52E-06;-5,90E-06;-5,98E-05;4,16E-05;-1,72E-05;7,11E-06;-2,33E-06;-3,12E-06;1,59E-05;0,000140828;-0,00010217;2,80E-05;-1,13E-05;-7,97E-06;-4,66E-05;0,000277633;-0,000207501;5,14E-05;-3,07E-05;-1,33E-05;-9,26E-05
1015;0,000249621;-0,001252335;8,74E-05;4,75E-05;6,42E-06;7,07E-05;0,000249621;-0,001252335;8,74E-05;4,75E-05;6,42E-06;7,07E-05;0,000168743;-0,001247448;0,000143384;5,14E-05;-8,11E-06;-7,05E-05;0,000417954;-0,002741553;-6,05E-05;-1,46E-05;9,43E-06;-1,22E-05;0,00084043;-0,005495653;2,66E-05;-2,16E-05;1,01E-06;-1,79E-07
1016;9,67E-05;-9,41E-05;3,82E-05;5,01E-06;-2,40E-06;-5,27E-05;9,67E-05;-9,41E-05;3,82E-05;5,01E-06;-2,40E-06;-5,27E-05;4,52E-05;-1,95E-05;1,17E-05;5,32E-07;-1,69E-07;1,62E-05;0,000141523;-0,000107507;4,72E-05;5,57E-06;-9,63E-07;-3,90E-05;0,000285764;-0,000232022;9,04E-05;9,02E-06;2,68E-06;-9,23E-05
1017;0,000368856;-1,29E-05;8,40E-06;4,02E-07;2,00E-06;-1,38E-05;0,000368856;-1,29E-05;8,40E-06;4,02E-07;2,00E-06;-1,38E-05;0,000316223;-8,79E-05;3,55E-05;5,04E-06;7,62E-06;5,51E-05;0,000697856;-0,000126948;4,37E-05;2,17E-06;-9,67E-06;4,03E-05;0,001400337;-0,000239548;9,37E-05;9,11E-06;-6,97E-06;8,91E-05
1018;0,000248435;-0,001179062;9,04E-05;5,24E-05;8,25E-06;6,26E-05;0,000248435;-0,001179062;9,04E-05;5,24E-05;8,25E-06;6,26E-05;0,000172002;-0,00116851;0,000146309;5,64E-05;-1,00E-05;-6,20E-05;0,000417519;-0,002750396;-5,31E-05;-1,96E-06;7,80E-06;-2,28E-05;0,000839318;-0,005498801;4,15E-05;7,10E-06;1,05E-06;-3,39E-07
1019;9,32E-05;-8,19E-05;4,57E-05;1,18E-05;3,15E-08;-4,75E-05;9,32E-05;-8,19E-05;4,57E-05;1,18E-05;3,15E-08;-4,75E-05;4,45E-05;-1,76E-05;1,43E-05;2,24E-06;2,05E-06;1,59E-05;0,000134961;-9,37E-05;5,67E-05;1,35E-05;2,94E-06;-3,38E-05;0,000276611;-0,000206454;0,000112077;3,09E-05;1,24E-05;-9,11E-05
1020;0,000365467;-1,16E-05;1,04E-05;1,60E-06;3,89E-07;-1,24E-05;0,000365467;-1,16E-05;1,04E-05;1,60E-06;3,89E-07;-1,24E-05;0,000310544;-7,61E-05;4,23E-05;1,13E-05;5,94E-06;5,13E-05;0,000710614;-0,000115192;5,61E-05;1,37E-05;-1,48E-05;4,37E-05;0,001416614;-0,00021333;0,000116125;3,17E-05;-1,75E-05;8,65E-05
1021;0,000386029;1,37E-05;1,91E-05;-2,06E-06;8,07E-06;1,98E-06;0,000386029;1,37E-05;1,91E-05;-2,06E-06;8,07E-06;1,98E-06;0,000341709;-0,000339454;4,49E-05;-5,30E-06;1,78E-05;0,000114828;0,0006832;-0,000255099;8,71E-06;-3,14E-05;-8,17E-07;8,23E-05;0,001395467;-0,000601216;5,09E-05;-4,13E-05;1,89E-05;0,000227615
1022;0,000380654;-2,31E-05;2,82E-05;-2,07E-07;5,45E-06;1,85E-05;0,000380654;-2,31E-05;2,82E-05;-2,07E-07;5,45E-06;1,85E-05;0,000331246;-0,000712002;6,00E-05;9,31E-06;1,12E-05;0,000129236;0,000673742;-0,000564823;-7,32E-06;-4,64E-05;-8,80E-06;0,000112311;0,001373247;-0,001317932;3,82E-05;-4,13E-05;-1,40E-06;0,000293053
1023;0,000375308;-7,96E-05;3,53E-05;1,03E-06;3,72E-06;2,21E-05;0,000375308;-7,96E-05;3,53E-05;1,03E-06;3,72E-06;2,21E-05;0,000321281;-0,001083068;7,03E-05;2,01E-05;6,67E-06;0,000119975;0,000664258;-0,000902989;-2,40E-05;-6,55E-05;-1,21E-05;0,000111596;0,001351304;-0,002078937;2,05E-05;-5,36E-05;-1,19E-05;0,000285835
1024;0,000370321;-0,000135264;4,17E-05;1,54E-06;3,23E-06;1,33E-05;0,000370321;-0,000135264;4,17E-05;1,54E-06;3,23E-06;1,33E-05;0,000312138;-0,001414369;7,92E-05;2,81E-05;6,49E-06;9,81E-05;0,000655021;-0,001218009;-3,91E-05;-8,46E-05;-9,65E-06;8,61E-05;0,001330301;-0,002778579;3,84E-06;-6,99E-05;-8,25E-06;0,000224631
1025;0,000365425;-0,000165193;4,83E-05;1,10E-06;2,77E-06;5,66E-06;0,000365425;-0,000165193;4,83E-05;1,10E-06;2,77E-06;5,66E-06;0,00030433;-0,00166886;8,98E-05;3,85E-05;7,91E-06;6,86E-05;0,000645853;-0,001450426;-5,03E-05;-9,72E-05;-5,72E-06;5,63E-05;0,001310249;-0,003298917;-6,36E-06;-7,42E-05;-1,25E-06;0,000150072
1026;0,000359797;-0,000175002;5,49E-05;8,85E-07;3,15E-06;1,58E-06;0,000359797;-0,000175002;5,49E-05;8,85E-07;3,15E-06;1,58E-06;0,000296534;-0,001782569;0,000101831;4,40E-05;4,22E-06;2,11E-05;0,000635396;-0,001561464;-5,93E-05;-0,000101862;-3,05E-06;1,86E-05;0,00128804;-0,003538478;-1,17E-05;-7,27E-05;-1,26E-06;4,85E-05
1027;0,000353357;-0,000182743;6,13E-05;6,02E-07;3,04E-06;2,61E-06;0,000353357;-0,000182743;6,13E-05;6,02E-07;3,04E-06;2,61E-06;0,000286754;-0,001844964;0,000112649;4,46E-05;3,13E-06;1,58E-05;0,000622485;-0,001632832;-6,81E-05;-0,000105697;-2,68E-06;1,55E-05;0,001260558;-0,003684225;-1,72E-05;-7,58E-05;-1,79E-06;3,98E-05
1028;0,000346181;-0,000199756;6,72E-05;6,04E-07;2,83E-06;8,30E-06;0,000346181;-0,000199756;6,72E-05;6,04E-07;2,83E-06;8,30E-06;0,000275615;-0,00190835;0,000121751;4,56E-05;4,13E-06;3,02E-05;0,000607741;-0,001712406;-7,54E-05;-0,000109411;-2,71E-06;3,10E-05;0,001229145;-0,003846171;-2,20E-05;-7,90E-05;-8,99E-07;7,90E-05
1029;0,000338414;-0,000234668;7,20E-05;1,22E-06;2,84E-06;1,67E-05;0,000338414;-0,000234668;7,20E-05;1,22E-06;2,84E-06;1,67E-05;0,000264208;-0,00199972;0,000128824;5,02E-05;4,83E-06;3,60E-05;0,000592117;-0,00182888;-8,03E-05;-0,000113121;-1,90E-06;4,33E-05;0,001195975;-0,004087544;-2,52E-05;-7,94E-05;5,55E-07;0,000106998
1030;0,000330255;-0,000292329;7,56E-05;2,64E-06;2,50E-06;2,14E-05;0,000330255;-0,000292329;7,56E-05;2,64E-06;2,50E-06;2,14E-05;0,00025387;-0,002063988;0,000133586;5,15E-05;-2,48E-07;9,43E-06;0,000576545;-0,001949521;-8,46E-05;-0,000115768;-2,08E-06;3,05E-05;0,001163424;-0,004323726;-2,88E-05;-8,39E-05;-5,58E-06;6,63E-05
1031;0,000321868;-0,000359721;7,87E-05;4,28E-06;2,30E-06;2,32E-05;0,000321868;-0,000359721;7,87E-05;4,28E-06;2,30E-06;2,32E-05;0,000242931;-0,002085459;0,00013664;4,97E-05;2,00E-07;6,03E-06;0,000559962;-0,002048034;-8,77E-05;-0,000116567;-9,63E-07;2,89E-05;0,001128803;-0,004502906;-3,15E-05;-9,05E-05;-3,55E-06;6,24E-05
1032;0,000313213;-0,000436956;8,13E-05;6,28E-06;2,24E-06;2,73E-05;0,000313213;-0,000436956;8,13E-05;6,28E-06;2,24E-06;2,73E-05;0,000232159;-0,002105614;0,000138742;5,01E-05;1,22E-06;8,51E-06;0,000542907;-0,002151291;-8,85E-05;-0,000116045;3,67E-08;3,34E-05;0,001093472;-0,004693756;-3,19E-05;-9,39E-05;-1,17E-06;7,41E-05
1033;0,000304321;-0,000525162;8,31E-05;8,85E-06;2,28E-06;3,21E-05;0,000304321;-0,000525162;8,31E-05;8,85E-06;2,28E-06;3,21E-05;0,000222045;-0,002112529;0,000139813;5,04E-05;2,79E-07;1,06E-06;0,000525842;-0,002252178;-8,83E-05;-0,000114014;9,08E-07;3,20E-05;0,001058455;-0,004877856;-3,11E-05;-9,63E-05;-1,19E-06;6,83E-05
